Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	ephrin receptor signaling pathway (GO:0048013)	2/82	3.711828e-01	4.797684e-01	0	0	1.565895e+00	1.551896e+00	MMP2;PAK3
GO_Biological_Process_2021	positive regulation of cytoskeleton organization (GO:0051495)	2/82	3.711828e-01	4.797684e-01	0	0	1.565895e+00	1.551896e+00	CCL21;PROX1
GO_Biological_Process_2021	protein dephosphorylation (GO:0006470)	3/139	3.749640e-01	4.843387e-01	0	0	1.382141e+00	1.355777e+00	PTPRC;PPP2R2B;PTPN7
GO_Biological_Process_2021	regulation of catecholamine secretion (GO:0050433)	1/30	3.791141e-01	4.871505e-01	0	0	2.158577e+00	2.093643e+00	KCNA2
GO_Biological_Process_2021	chondroitin sulfate metabolic process (GO:0030204)	1/30	3.791141e-01	4.871505e-01	0	0	2.158577e+00	2.093643e+00	DCN
GO_Biological_Process_2021	ion homeostasis (GO:0050801)	1/30	3.791141e-01	4.871505e-01	0	0	2.158577e+00	2.093643e+00	FHL1
GO_Biological_Process_2021	synaptic vesicle cycle (GO:0099504)	1/30	3.791141e-01	4.871505e-01	0	0	2.158577e+00	2.093643e+00	SLC17A7
GO_Biological_Process_2021	zinc ion homeostasis (GO:0055069)	1/30	3.791141e-01	4.871505e-01	0	0	2.158577e+00	2.093643e+00	LCK
GO_Biological_Process_2021	morphogenesis of an epithelium (GO:0002009)	1/30	3.791141e-01	4.871505e-01	0	0	2.158577e+00	2.093643e+00	TBX18
GO_Biological_Process_2021	negative regulation of interleukin-1 production (GO:0032692)	1/30	3.791141e-01	4.871505e-01	0	0	2.158577e+00	2.093643e+00	IGF1
GO_Biological_Process_2021	negative regulation of Notch signaling pathway (GO:0045746)	1/30	3.791141e-01	4.871505e-01	0	0	2.158577e+00	2.093643e+00	EGFR
GO_Biological_Process_2021	regulation of small GTPase mediated signal transduction (GO:0051056)	3/141	3.835046e-01	4.921517e-01	0	0	1.361970e+00	1.305318e+00	ARHGAP20;RELN;ARHGAP28
GO_Biological_Process_2021	positive regulation of cellular catabolic process (GO:0031331)	3/141	3.835046e-01	4.921517e-01	0	0	1.361970e+00	1.305318e+00	ABCD2;IGF1;DCN
GO_Biological_Process_2021	regulation of macromolecule metabolic process (GO:0060255)	4/200	3.867452e-01	4.945864e-01	0	0	1.278890e+00	1.214931e+00	PTPRC;DHH;IGF1;PROX1
GO_Biological_Process_2021	Ras protein signal transduction (GO:0007265)	3/142	3.877652e-01	4.945864e-01	0	0	1.352103e+00	1.280922e+00	NGFR;GRAP2;IGF1
GO_Biological_Process_2021	proteoglycan biosynthetic process (GO:0030166)	1/31	3.889077e-01	4.945864e-01	0	0	2.086518e+00	1.970535e+00	IGF1
GO_Biological_Process_2021	aminoglycan catabolic process (GO:0006026)	1/31	3.889077e-01	4.945864e-01	0	0	2.086518e+00	1.970535e+00	HPSE2
GO_Biological_Process_2021	regulation of developmental growth (GO:0048638)	1/31	3.889077e-01	4.945864e-01	0	0	2.086518e+00	1.970535e+00	IGF1
GO_Biological_Process_2021	regulation of potassium ion transport (GO:0043266)	1/31	3.889077e-01	4.945864e-01	0	0	2.086518e+00	1.970535e+00	FHL1
GO_Biological_Process_2021	embryonic skeletal system morphogenesis (GO:0048704)	1/31	3.889077e-01	4.945864e-01	0	0	2.086518e+00	1.970535e+00	PDGFRA
GO_Biological_Process_2021	steroid hormone biosynthetic process (GO:0120178)	1/31	3.889077e-01	4.945864e-01	0	0	2.086518e+00	1.970535e+00	CYP11A1
GO_Biological_Process_2021	negative regulation of DNA binding (GO:0043392)	1/31	3.889077e-01	4.945864e-01	0	0	2.086518e+00	1.970535e+00	GZMA
GO_Biological_Process_2021	phospholipid translocation (GO:0045332)	1/31	3.889077e-01	4.945864e-01	0	0	2.086518e+00	1.970535e+00	ABCB1
GO_Biological_Process_2021	positive regulation of mononuclear cell migration (GO:0071677)	1/31	3.889077e-01	4.945864e-01	0	0	2.086518e+00	1.970535e+00	CCR2
GO_Biological_Process_2021	positive regulation of proteolysis involved in cellular protein catabolic process (GO:1903052)	1/31	3.889077e-01	4.945864e-01	0	0	2.086518e+00	1.970535e+00	PYHIN1
GO_Biological_Process_2021	positive regulation of Rho protein signal transduction (GO:0035025)	1/31	3.889077e-01	4.945864e-01	0	0	2.086518e+00	1.970535e+00	GPR174
GO_Biological_Process_2021	prostaglandin metabolic process (GO:0006693)	1/31	3.889077e-01	4.945864e-01	0	0	2.086518e+00	1.970535e+00	PTGIS
GO_Biological_Process_2021	receptor-mediated endocytosis (GO:0006898)	3/143	3.920187e-01	4.982220e-01	0	0	1.342376e+00	1.257063e+00	MASP1;CLEC9A;JCHAIN
GO_Biological_Process_2021	cellular component assembly (GO:0022607)	5/261	3.930765e-01	4.989440e-01	0	0	1.224105e+00	1.143010e+00	CD3G;FLNC;CD247;CD3E;JCHAIN
GO_Biological_Process_2021	regulation of neuron death (GO:1901214)	2/86	3.935973e-01	4.989440e-01	0	0	1.491024e+00	1.390271e+00	EGR1;CD200R1
GO_Biological_Process_2021	glucose homeostasis (GO:0042593)	2/86	3.935973e-01	4.989440e-01	0	0	1.491024e+00	1.390271e+00	NGFR;LEPR
GO_Biological_Process_2021	positive regulation of endothelial cell migration (GO:0010595)	2/86	3.935973e-01	4.989440e-01	0	0	1.491024e+00	1.390271e+00	ATOH8;PROX1
GO_Biological_Process_2021	generation of neurons (GO:0048699)	4/202	3.938641e-01	4.989619e-01	0	0	1.265842e+00	1.179447e+00	RELN;ATOH8;BHLHE22;RUNX3
GO_Biological_Process_2021	regulation of cell migration involved in sprouting angiogenesis (GO:0090049)	1/32	3.985473e-01	5.007195e-01	0	0	2.019108e+00	1.857436e+00	MEOX2
GO_Biological_Process_2021	regulation of cellular biosynthetic process (GO:0031326)	1/32	3.985473e-01	5.007195e-01	0	0	2.019108e+00	1.857436e+00	C3
GO_Biological_Process_2021	cardiac muscle tissue morphogenesis (GO:0055008)	1/32	3.985473e-01	5.007195e-01	0	0	2.019108e+00	1.857436e+00	PROX1
GO_Biological_Process_2021	regulation of dendritic spine morphogenesis (GO:0061001)	1/32	3.985473e-01	5.007195e-01	0	0	2.019108e+00	1.857436e+00	RELN
GO_Biological_Process_2021	endodermal cell differentiation (GO:0035987)	1/32	3.985473e-01	5.007195e-01	0	0	2.019108e+00	1.857436e+00	MMP2
GO_Biological_Process_2021	regulation of transcription involved in G1/S transition of mitotic cell cycle (GO:0000083)	1/32	3.985473e-01	5.007195e-01	0	0	2.019108e+00	1.857436e+00	GFI1
GO_Biological_Process_2021	liver development (GO:0001889)	1/32	3.985473e-01	5.007195e-01	0	0	2.019108e+00	1.857436e+00	PROX1
GO_Biological_Process_2021	long-chain fatty acid transport (GO:0015909)	1/32	3.985473e-01	5.007195e-01	0	0	2.019108e+00	1.857436e+00	ABCD2
GO_Biological_Process_2021	superoxide metabolic process (GO:0006801)	1/32	3.985473e-01	5.007195e-01	0	0	2.019108e+00	1.857436e+00	SOD3
GO_Biological_Process_2021	metal ion export (GO:0070839)	1/32	3.985473e-01	5.007195e-01	0	0	2.019108e+00	1.857436e+00	KCNT2
GO_Biological_Process_2021	negative regulation of intracellular steroid hormone receptor signaling pathway (GO:0033144)	1/32	3.985473e-01	5.007195e-01	0	0	2.019108e+00	1.857436e+00	SFRP1
GO_Biological_Process_2021	positive regulation of lamellipodium organization (GO:1902745)	1/32	3.985473e-01	5.007195e-01	0	0	2.019108e+00	1.857436e+00	ENPP2
GO_Biological_Process_2021	positive regulation of telomere maintenance (GO:0032206)	1/32	3.985473e-01	5.007195e-01	0	0	2.019108e+00	1.857436e+00	PRKCQ
GO_Biological_Process_2021	sensory perception of mechanical stimulus (GO:0050954)	2/88	4.046691e-01	5.074422e-01	0	0	1.456200e+00	1.317403e+00	RIPOR2;ROR1
GO_Biological_Process_2021	metal ion transport (GO:0030001)	2/88	4.046691e-01	5.074422e-01	0	0	1.456200e+00	1.317403e+00	SLC8A3;CCR5
GO_Biological_Process_2021	negative regulation of binding (GO:0051100)	2/88	4.046691e-01	5.074422e-01	0	0	1.456200e+00	1.317403e+00	GZMA;ARHGAP28
GO_Biological_Process_2021	bile acid metabolic process (GO:0008206)	1/33	4.080354e-01	5.084353e-01	0	0	1.955912e+00	1.753282e+00	CH25H
GO_Biological_Process_2021	regulation of cholesterol efflux (GO:0010874)	1/33	4.080354e-01	5.084353e-01	0	0	1.955912e+00	1.753282e+00	ABCA8
GO_Biological_Process_2021	regulation of sprouting angiogenesis (GO:1903670)	1/33	4.080354e-01	5.084353e-01	0	0	1.955912e+00	1.753282e+00	PPP1R16B
GO_Biological_Process_2021	keratan sulfate metabolic process (GO:0042339)	1/33	4.080354e-01	5.084353e-01	0	0	1.955912e+00	1.753282e+00	PRELP
GO_Biological_Process_2021	very long-chain fatty acid metabolic process (GO:0000038)	1/33	4.080354e-01	5.084353e-01	0	0	1.955912e+00	1.753282e+00	ABCD2
GO_Biological_Process_2021	negative chemotaxis (GO:0050919)	1/33	4.080354e-01	5.084353e-01	0	0	1.955912e+00	1.753282e+00	SLIT3
GO_Biological_Process_2021	neuron projection extension (GO:1990138)	1/33	4.080354e-01	5.084353e-01	0	0	1.955912e+00	1.753282e+00	TNN
GO_Biological_Process_2021	positive regulation of cytokine production involved in immune response (GO:0002720)	1/33	4.080354e-01	5.084353e-01	0	0	1.955912e+00	1.753282e+00	KIT
GO_Biological_Process_2021	positive regulation of receptor signaling pathway via JAK-STAT (GO:0046427)	1/33	4.080354e-01	5.084353e-01	0	0	1.955912e+00	1.753282e+00	KIT
GO_Biological_Process_2021	positive regulation of telomere maintenance via telomerase (GO:0032212)	1/33	4.080354e-01	5.084353e-01	0	0	1.955912e+00	1.753282e+00	PRKCQ
GO_Biological_Process_2021	protein-containing complex assembly (GO:0065003)	5/267	4.117540e-01	5.127454e-01	0	0	1.195703e+00	1.060982e+00	CD3G;DMD;CD247;CD3E;JCHAIN
GO_Biological_Process_2021	negative regulation of protein kinase activity (GO:0006469)	2/90	4.156436e-01	5.145531e-01	0	0	1.422960e+00	1.249255e+00	SLC8A3;PTPRC
GO_Biological_Process_2021	positive regulation of binding (GO:0051099)	2/90	4.156436e-01	5.145531e-01	0	0	1.422960e+00	1.249255e+00	PYHIN1;IGF1
GO_Biological_Process_2021	regulation of amyloid-beta formation (GO:1902003)	1/34	4.173742e-01	5.145531e-01	0	0	1.896545e+00	1.657148e+00	IGF1
GO_Biological_Process_2021	autophagosome maturation (GO:0097352)	1/34	4.173742e-01	5.145531e-01	0	0	1.896545e+00	1.657148e+00	MAP1LC3C
GO_Biological_Process_2021	cell-substrate junction assembly (GO:0007044)	1/34	4.173742e-01	5.145531e-01	0	0	1.896545e+00	1.657148e+00	COL17A1
GO_Biological_Process_2021	cellular response to vascular endothelial growth factor stimulus (GO:0035924)	1/34	4.173742e-01	5.145531e-01	0	0	1.896545e+00	1.657148e+00	GAS1
GO_Biological_Process_2021	regulation of transmembrane transport (GO:0034762)	1/34	4.173742e-01	5.145531e-01	0	0	1.896545e+00	1.657148e+00	PRKCB
GO_Biological_Process_2021	response to steroid hormone (GO:0048545)	1/34	4.173742e-01	5.145531e-01	0	0	1.896545e+00	1.657148e+00	ADTRP
GO_Biological_Process_2021	striated muscle tissue development (GO:0014706)	1/34	4.173742e-01	5.145531e-01	0	0	1.896545e+00	1.657148e+00	PGM5
GO_Biological_Process_2021	negative regulation of blood vessel endothelial cell migration (GO:0043537)	1/34	4.173742e-01	5.145531e-01	0	0	1.896545e+00	1.657148e+00	MEOX2
GO_Biological_Process_2021	negative regulation of mitochondrion organization (GO:0010823)	1/34	4.173742e-01	5.145531e-01	0	0	1.896545e+00	1.657148e+00	IGF1
GO_Biological_Process_2021	positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway (GO:1901030)	1/34	4.173742e-01	5.145531e-01	0	0	1.896545e+00	1.657148e+00	TP63
GO_Biological_Process_2021	positive regulation of protein dephosphorylation (GO:0035307)	1/34	4.173742e-01	5.145531e-01	0	0	1.896545e+00	1.657148e+00	PPP1R16B
GO_Biological_Process_2021	positive regulation of telomerase activity (GO:0051973)	1/34	4.173742e-01	5.145531e-01	0	0	1.896545e+00	1.657148e+00	PRKCQ
GO_Biological_Process_2021	protein destabilization (GO:0031648)	1/34	4.173742e-01	5.145531e-01	0	0	1.896545e+00	1.657148e+00	PYHIN1
GO_Biological_Process_2021	protein insertion into membrane (GO:0051205)	1/34	4.173742e-01	5.145531e-01	0	0	1.896545e+00	1.657148e+00	EGFR
GO_Biological_Process_2021	regulation of actin cytoskeleton organization (GO:0032956)	2/91	4.210928e-01	5.184902e-01	0	0	1.406900e+00	1.216830e+00	PDGFRA;PAK3
GO_Biological_Process_2021	positive regulation of supramolecular fiber organization (GO:1902905)	2/91	4.210928e-01	5.184902e-01	0	0	1.406900e+00	1.216830e+00	CCL21;PROX1
GO_Biological_Process_2021	retinoid metabolic process (GO:0001523)	2/92	4.265160e-01	5.206849e-01	0	0	1.391196e+00	1.185446e+00	ALDH1A2;ALDH1A1
GO_Biological_Process_2021	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090100)	2/92	4.265160e-01	5.206849e-01	0	0	1.391196e+00	1.185446e+00	GDF10;BMP6
GO_Biological_Process_2021	acylglycerol catabolic process (GO:0046464)	1/35	4.265662e-01	5.206849e-01	0	0	1.840671e+00	1.568229e+00	LIPG
GO_Biological_Process_2021	regulation of lipid biosynthetic process (GO:0046890)	1/35	4.265662e-01	5.206849e-01	0	0	1.840671e+00	1.568229e+00	C3
GO_Biological_Process_2021	regulation of muscle cell differentiation (GO:0051147)	1/35	4.265662e-01	5.206849e-01	0	0	1.840671e+00	1.568229e+00	BOC
GO_Biological_Process_2021	embryonic skeletal system development (GO:0048706)	1/35	4.265662e-01	5.206849e-01	0	0	1.840671e+00	1.568229e+00	PDGFRA
GO_Biological_Process_2021	regulation of trans-synaptic signaling (GO:0099177)	1/35	4.265662e-01	5.206849e-01	0	0	1.840671e+00	1.568229e+00	RELN
GO_Biological_Process_2021	response to estrogen (GO:0043627)	1/35	4.265662e-01	5.206849e-01	0	0	1.840671e+00	1.568229e+00	SFRP1
GO_Biological_Process_2021	negative regulation of cell cycle G1/S phase transition (GO:1902807)	1/35	4.265662e-01	5.206849e-01	0	0	1.840671e+00	1.568229e+00	FHL1
GO_Biological_Process_2021	negative regulation of epithelial cell migration (GO:0010633)	1/35	4.265662e-01	5.206849e-01	0	0	1.840671e+00	1.568229e+00	DCN
GO_Biological_Process_2021	negative regulation of neurogenesis (GO:0050768)	1/35	4.265662e-01	5.206849e-01	0	0	1.840671e+00	1.568229e+00	NGFR
GO_Biological_Process_2021	negative regulation of Ras protein signal transduction (GO:0046580)	1/35	4.265662e-01	5.206849e-01	0	0	1.840671e+00	1.568229e+00	RIPOR2
GO_Biological_Process_2021	positive regulation of immunoglobulin production (GO:0002639)	1/35	4.265662e-01	5.206849e-01	0	0	1.840671e+00	1.568229e+00	PTPRC
GO_Biological_Process_2021	positive regulation of reproductive process (GO:2000243)	1/35	4.265662e-01	5.206849e-01	0	0	1.840671e+00	1.568229e+00	TACR1
GO_Biological_Process_2021	positive regulation of Wnt signaling pathway (GO:0030177)	3/153	4.340800e-01	5.274904e-01	0	0	1.252244e+00	1.045030e+00	SFRP1;RSPO3;EGFR
GO_Biological_Process_2021	regulation of androgen receptor signaling pathway (GO:0060765)	1/36	4.356136e-01	5.274904e-01	0	0	1.787989e+00	1.485818e+00	SFRP1
GO_Biological_Process_2021	regulation of cell cycle G1/S phase transition (GO:1902806)	1/36	4.356136e-01	5.274904e-01	0	0	1.787989e+00	1.485818e+00	GLI1
GO_Biological_Process_2021	calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0016339)	1/36	4.356136e-01	5.274904e-01	0	0	1.787989e+00	1.485818e+00	SELP
GO_Biological_Process_2021	dendrite morphogenesis (GO:0048813)	1/36	4.356136e-01	5.274904e-01	0	0	1.787989e+00	1.485818e+00	PAK3
GO_Biological_Process_2021	regulation of ossification (GO:0030278)	1/36	4.356136e-01	5.274904e-01	0	0	1.787989e+00	1.485818e+00	SFRP1
GO_Biological_Process_2021	regulation of osteoclast differentiation (GO:0045670)	1/36	4.356136e-01	5.274904e-01	0	0	1.787989e+00	1.485818e+00	CAMK4
GO_Biological_Process_2021	retina homeostasis (GO:0001895)	1/36	4.356136e-01	5.274904e-01	0	0	1.787989e+00	1.485818e+00	JCHAIN
GO_Biological_Process_2021	mitochondrion disassembly (GO:0061726)	1/36	4.356136e-01	5.274904e-01	0	0	1.787989e+00	1.485818e+00	MAP1LC3C
GO_Biological_Process_2021	negative regulation of cellular protein localization (GO:1903828)	1/36	4.356136e-01	5.274904e-01	0	0	1.787989e+00	1.485818e+00	RIPOR2
GO_Biological_Process_2021	platelet aggregation (GO:0070527)	1/36	4.356136e-01	5.274904e-01	0	0	1.787989e+00	1.485818e+00	PDGFRA
GO_Biological_Process_2021	positive regulation of bone mineralization (GO:0030501)	1/36	4.356136e-01	5.274904e-01	0	0	1.787989e+00	1.485818e+00	BMP6
GO_Biological_Process_2021	positive regulation of telomere maintenance via telomere lengthening (GO:1904358)	1/36	4.356136e-01	5.274904e-01	0	0	1.787989e+00	1.485818e+00	PRKCQ
GO_Biological_Process_2021	regulation of actin cytoskeleton reorganization (GO:2000249)	1/37	4.445187e-01	5.363008e-01	0	0	1.738234e+00	1.409296e+00	PDGFRA
GO_Biological_Process_2021	skeletal muscle tissue development (GO:0007519)	1/37	4.445187e-01	5.363008e-01	0	0	1.738234e+00	1.409296e+00	EGR2
GO_Biological_Process_2021	lysosome localization (GO:0032418)	1/37	4.445187e-01	5.363008e-01	0	0	1.738234e+00	1.409296e+00	KIT
GO_Biological_Process_2021	negative regulation of G1/S transition of mitotic cell cycle (GO:2000134)	1/37	4.445187e-01	5.363008e-01	0	0	1.738234e+00	1.409296e+00	FHL1
GO_Biological_Process_2021	phospholipid biosynthetic process (GO:0008654)	1/37	4.445187e-01	5.363008e-01	0	0	1.738234e+00	1.409296e+00	ABCA8
GO_Biological_Process_2021	positive regulation of calcium ion transport (GO:0051928)	1/37	4.445187e-01	5.363008e-01	0	0	1.738234e+00	1.409296e+00	MYLK
GO_Biological_Process_2021	peptidyl-serine phosphorylation (GO:0018105)	3/156	4.464967e-01	5.383584e-01	0	0	1.227501e+00	9.897628e-01	PRKCB;CAMK4;PRKCQ
GO_Biological_Process_2021	regulation of vesicle-mediated transport (GO:0060627)	2/96	4.479376e-01	5.397661e-01	0	0	1.331725e+00	1.069510e+00	PTPRC;GAS1
GO_Biological_Process_2021	regulation of MAP kinase activity (GO:0043405)	2/97	4.532228e-01	5.435551e-01	0	0	1.317639e+00	1.042742e+00	KIT;EGFR
GO_Biological_Process_2021	glycosaminoglycan biosynthetic process (GO:0006024)	2/97	4.532228e-01	5.435551e-01	0	0	1.317639e+00	1.042742e+00	PRELP;DCN
GO_Biological_Process_2021	actin-myosin filament sliding (GO:0033275)	1/38	4.532837e-01	5.435551e-01	0	0	1.691169e+00	1.338115e+00	DMD
GO_Biological_Process_2021	regulation of cell communication (GO:0010646)	1/38	4.532837e-01	5.435551e-01	0	0	1.691169e+00	1.338115e+00	TBX18
GO_Biological_Process_2021	sterol biosynthetic process (GO:0016126)	1/38	4.532837e-01	5.435551e-01	0	0	1.691169e+00	1.338115e+00	CH25H
GO_Biological_Process_2021	muscle filament sliding (GO:0030049)	1/38	4.532837e-01	5.435551e-01	0	0	1.691169e+00	1.338115e+00	DMD
GO_Biological_Process_2021	negative regulation of endothelial cell migration (GO:0010596)	1/38	4.532837e-01	5.435551e-01	0	0	1.691169e+00	1.338115e+00	DCN
GO_Biological_Process_2021	positive regulation of cell development (GO:0010720)	1/38	4.532837e-01	5.435551e-01	0	0	1.691169e+00	1.338115e+00	MME
GO_Biological_Process_2021	regulation of peptidyl-serine phosphorylation (GO:0033135)	2/98	4.584792e-01	5.494517e-01	0	0	1.303847e+00	1.016793e+00	DMD;EGFR
GO_Biological_Process_2021	regulation of intracellular transport (GO:0032386)	1/39	4.619109e-01	5.518899e-01	0	0	1.646581e+00	1.271791e+00	GAS1
GO_Biological_Process_2021	regulation of nitric-oxide synthase activity (GO:0050999)	1/39	4.619109e-01	5.518899e-01	0	0	1.646581e+00	1.271791e+00	EGFR
GO_Biological_Process_2021	negative regulation of cellular metabolic process (GO:0031324)	1/39	4.619109e-01	5.518899e-01	0	0	1.646581e+00	1.271791e+00	TRAT1
GO_Biological_Process_2021	negative regulation of lymphocyte proliferation (GO:0050672)	1/39	4.619109e-01	5.518899e-01	0	0	1.646581e+00	1.271791e+00	SPN
GO_Biological_Process_2021	negative regulation of secretion by cell (GO:1903531)	1/39	4.619109e-01	5.518899e-01	0	0	1.646581e+00	1.271791e+00	ADTRP
GO_Biological_Process_2021	response to UV (GO:0009411)	2/99	4.637062e-01	5.537000e-01	0	0	1.290340e+00	9.916313e-01	MFAP4;EGFR
GO_Biological_Process_2021	positive regulation of programmed cell death (GO:0043068)	5/286	4.701807e-01	5.579847e-01	0	0	1.113764e+00	8.404891e-01	NGFR;SFRP1;GZMA;PRF1;TNFRSF8
GO_Biological_Process_2021	autophagy of mitochondrion (GO:0000422)	1/40	4.704023e-01	5.579847e-01	0	0	1.604279e+00	1.209894e+00	MAP1LC3C
GO_Biological_Process_2021	bone development (GO:0060348)	1/40	4.704023e-01	5.579847e-01	0	0	1.604279e+00	1.209894e+00	PTPRC
GO_Biological_Process_2021	carboxylic acid metabolic process (GO:0019752)	1/40	4.704023e-01	5.579847e-01	0	0	1.604279e+00	1.209894e+00	PTGIS
GO_Biological_Process_2021	regulation of nitric oxide biosynthetic process (GO:0045428)	1/40	4.704023e-01	5.579847e-01	0	0	1.604279e+00	1.209894e+00	PTGIS
GO_Biological_Process_2021	negative regulation of ERBB signaling pathway (GO:1901185)	1/40	4.704023e-01	5.579847e-01	0	0	1.604279e+00	1.209894e+00	EGFR
GO_Biological_Process_2021	negative regulation of protein kinase B signaling (GO:0051898)	1/40	4.704023e-01	5.579847e-01	0	0	1.604279e+00	1.209894e+00	BANK1
GO_Biological_Process_2021	nucleocytoplasmic transport (GO:0006913)	1/40	4.704023e-01	5.579847e-01	0	0	1.604279e+00	1.209894e+00	BACH2
GO_Biological_Process_2021	positive regulation of intrinsic apoptotic signaling pathway (GO:2001244)	1/40	4.704023e-01	5.579847e-01	0	0	1.604279e+00	1.209894e+00	LCK
GO_Biological_Process_2021	positive regulation of ossification (GO:0045778)	1/40	4.704023e-01	5.579847e-01	0	0	1.604279e+00	1.209894e+00	BMP6
GO_Biological_Process_2021	positive regulation of wound healing (GO:0090303)	1/40	4.704023e-01	5.579847e-01	0	0	1.604279e+00	1.209894e+00	MYLK
GO_Biological_Process_2021	regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122)	4/224	4.709207e-01	5.582643e-01	0	0	1.137971e+00	8.569670e-01	CCL21;PRKCB;ROR1;CCL19
GO_Biological_Process_2021	cellular response to chemical stress (GO:0062197)	2/101	4.740707e-01	5.606525e-01	0	0	1.264143e+00	9.435548e-01	GPX3;SOD3
GO_Biological_Process_2021	epithelial cell differentiation (GO:0030855)	2/101	4.740707e-01	5.606525e-01	0	0	1.264143e+00	9.435548e-01	PROX1;GLI1
GO_Biological_Process_2021	positive regulation of cell cycle process (GO:0090068)	2/101	4.740707e-01	5.606525e-01	0	0	1.264143e+00	9.435548e-01	CD28;IGF1
GO_Biological_Process_2021	positive regulation of protein localization to membrane (GO:1905477)	2/101	4.740707e-01	5.606525e-01	0	0	1.264143e+00	9.435548e-01	TP63;EGFR
GO_Biological_Process_2021	carboxylic acid transmembrane transport (GO:1905039)	1/41	4.787602e-01	5.630189e-01	0	0	1.564092e+00	1.152041e+00	ABCB1
GO_Biological_Process_2021	regulation of mitochondrial membrane potential (GO:0051881)	1/41	4.787602e-01	5.630189e-01	0	0	1.564092e+00	1.152041e+00	PID1
GO_Biological_Process_2021	regulation of protein dephosphorylation (GO:0035304)	1/41	4.787602e-01	5.630189e-01	0	0	1.564092e+00	1.152041e+00	PPP1R16B
GO_Biological_Process_2021	regulation of release of cytochrome c from mitochondria (GO:0090199)	1/41	4.787602e-01	5.630189e-01	0	0	1.564092e+00	1.152041e+00	IGF1
GO_Biological_Process_2021	response to growth factor (GO:0070848)	1/41	4.787602e-01	5.630189e-01	0	0	1.564092e+00	1.152041e+00	SFRP1
GO_Biological_Process_2021	nucleobase-containing compound catabolic process (GO:0034655)	1/41	4.787602e-01	5.630189e-01	0	0	1.564092e+00	1.152041e+00	DNASE1L3
GO_Biological_Process_2021	positive regulation of biomineral tissue development (GO:0070169)	1/41	4.787602e-01	5.630189e-01	0	0	1.564092e+00	1.152041e+00	BMP6
GO_Biological_Process_2021	positive regulation of cation transmembrane transport (GO:1904064)	1/41	4.787602e-01	5.630189e-01	0	0	1.564092e+00	1.152041e+00	KCNMB1
GO_Biological_Process_2021	protein O-linked glycosylation (GO:0006493)	2/102	4.792075e-01	5.630189e-01	0	0	1.251438e+00	9.205845e-01	GALNT15;GXYLT2
GO_Biological_Process_2021	regulation of cell death (GO:0010941)	2/102	4.792075e-01	5.630189e-01	0	0	1.251438e+00	9.205845e-01	CCN3;CCN2
GO_Biological_Process_2021	cell junction assembly (GO:0034329)	2/102	4.792075e-01	5.630189e-01	0	0	1.251438e+00	9.205845e-01	SPOCK2;FLNC
GO_Biological_Process_2021	cellular response to organonitrogen compound (GO:0071417)	2/103	4.843136e-01	5.686797e-01	0	0	1.238984e+00	8.982915e-01	EGR1;SFRP1
GO_Biological_Process_2021	regulation of DNA recombination (GO:0000018)	1/42	4.869865e-01	5.694484e-01	0	0	1.525866e+00	1.097889e+00	IL7R
GO_Biological_Process_2021	regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902041)	1/42	4.869865e-01	5.694484e-01	0	0	1.525866e+00	1.097889e+00	SFRP1
GO_Biological_Process_2021	regulation of ubiquitin-dependent protein catabolic process (GO:2000058)	1/42	4.869865e-01	5.694484e-01	0	0	1.525866e+00	1.097889e+00	PYHIN1
GO_Biological_Process_2021	skeletal system morphogenesis (GO:0048705)	1/42	4.869865e-01	5.694484e-01	0	0	1.525866e+00	1.097889e+00	PDGFRA
GO_Biological_Process_2021	negative regulation of protein catabolic process (GO:0042177)	1/42	4.869865e-01	5.694484e-01	0	0	1.525866e+00	1.097889e+00	EGFR
GO_Biological_Process_2021	phosphatidylinositol phosphate biosynthetic process (GO:0046854)	1/42	4.869865e-01	5.694484e-01	0	0	1.525866e+00	1.097889e+00	SLA2
GO_Biological_Process_2021	positive regulation of protein tyrosine kinase activity (GO:0061098)	1/42	4.869865e-01	5.694484e-01	0	0	1.525866e+00	1.097889e+00	RELN
GO_Biological_Process_2021	steroid metabolic process (GO:0008202)	2/104	4.893886e-01	5.719186e-01	0	0	1.226774e+00	8.766511e-01	HSD11B1;CYP11A1
GO_Biological_Process_2021	regulation of cell-cell adhesion (GO:0022407)	1/43	4.950835e-01	5.761873e-01	0	0	1.489460e+00	1.047133e+00	DPP4
GO_Biological_Process_2021	cellular glucose homeostasis (GO:0001678)	1/43	4.950835e-01	5.761873e-01	0	0	1.489460e+00	1.047133e+00	NGFR
GO_Biological_Process_2021	development of primary male sexual characteristics (GO:0046546)	1/43	4.950835e-01	5.761873e-01	0	0	1.489460e+00	1.047133e+00	KIT
GO_Biological_Process_2021	male gonad development (GO:0008584)	1/43	4.950835e-01	5.761873e-01	0	0	1.489460e+00	1.047133e+00	KIT
