Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	positive regulation of axonogenesis (GO:0050772)	1/43	4.950835e-01	5.761873e-01	0	0	1.489460e+00	1.047133e+00	NGFR
GO_Biological_Process_2021	positive regulation of neuron differentiation (GO:0045666)	1/43	4.950835e-01	5.761873e-01	0	0	1.489460e+00	1.047133e+00	PROX1
GO_Biological_Process_2021	positive regulation of T cell differentiation (GO:0045582)	1/43	4.950835e-01	5.761873e-01	0	0	1.489460e+00	1.047133e+00	TESPA1
GO_Biological_Process_2021	peptidyl-serine modification (GO:0018209)	3/169	4.989417e-01	5.803356e-01	0	0	1.130619e+00	7.860808e-01	PRKCB;CAMK4;PRKCQ
GO_Biological_Process_2021	small GTPase mediated signal transduction (GO:0007264)	2/106	4.994443e-01	5.805783e-01	0	0	1.203060e+00	8.352352e-01	GRAP2;IGF1
GO_Biological_Process_2021	antibacterial humoral response (GO:0019731)	1/44	5.030530e-01	5.813515e-01	0	0	1.454747e+00	9.994983e-01	JCHAIN
GO_Biological_Process_2021	cardiac ventricle morphogenesis (GO:0003208)	1/44	5.030530e-01	5.813515e-01	0	0	1.454747e+00	9.994983e-01	PROX1
GO_Biological_Process_2021	regulation of endothelial cell apoptotic process (GO:2000351)	1/44	5.030530e-01	5.813515e-01	0	0	1.454747e+00	9.994983e-01	CD40LG
GO_Biological_Process_2021	embryonic organ morphogenesis (GO:0048562)	1/44	5.030530e-01	5.813515e-01	0	0	1.454747e+00	9.994983e-01	PDGFRA
GO_Biological_Process_2021	homotypic cell-cell adhesion (GO:0034109)	1/44	5.030530e-01	5.813515e-01	0	0	1.454747e+00	9.994983e-01	PDGFRA
GO_Biological_Process_2021	metal ion homeostasis (GO:0055065)	1/44	5.030530e-01	5.813515e-01	0	0	1.454747e+00	9.994983e-01	KCNA1
GO_Biological_Process_2021	negative regulation of epidermal growth factor receptor signaling pathway (GO:0042059)	1/44	5.030530e-01	5.813515e-01	0	0	1.454747e+00	9.994983e-01	EGFR
GO_Biological_Process_2021	neurogenesis (GO:0022008)	1/44	5.030530e-01	5.813515e-01	0	0	1.454747e+00	9.994983e-01	FAT4
GO_Biological_Process_2021	positive regulation of potassium ion transmembrane transport (GO:1901381)	1/44	5.030530e-01	5.813515e-01	0	0	1.454747e+00	9.994983e-01	KCNMB1
GO_Biological_Process_2021	protein K63-linked ubiquitination (GO:0070534)	1/44	5.030530e-01	5.813515e-01	0	0	1.454747e+00	9.994983e-01	MAGEL2
GO_Biological_Process_2021	regulation of DNA repair (GO:0006282)	1/45	5.108972e-01	5.883510e-01	0	0	1.421613e+00	9.547364e-01	EGFR
GO_Biological_Process_2021	zymogen activation (GO:0031638)	1/45	5.108972e-01	5.883510e-01	0	0	1.421613e+00	9.547364e-01	KLK1
GO_Biological_Process_2021	neural crest cell development (GO:0014032)	1/45	5.108972e-01	5.883510e-01	0	0	1.421613e+00	9.547364e-01	NRG1
GO_Biological_Process_2021	positive regulation of nervous system development (GO:0051962)	1/45	5.108972e-01	5.883510e-01	0	0	1.421613e+00	9.547364e-01	MME
GO_Biological_Process_2021	positive regulation of response to biotic stimulus (GO:0002833)	1/45	5.108972e-01	5.883510e-01	0	0	1.421613e+00	9.547364e-01	BMP6
GO_Biological_Process_2021	positive regulation of RNA metabolic process (GO:0051254)	1/45	5.108972e-01	5.883510e-01	0	0	1.421613e+00	9.547364e-01	EGFR
GO_Biological_Process_2021	innate immune response (GO:0045087)	5/302	5.179365e-01	5.955060e-01	0	0	1.052895e+00	6.927022e-01	C3;MFAP4;LCK;MASP1;JCHAIN
GO_Biological_Process_2021	neuron differentiation (GO:0030182)	3/174	5.184416e-01	5.955060e-01	0	0	1.097278e+00	7.208328e-01	ATOH8;BHLHE22;RUNX3
GO_Biological_Process_2021	regulation of DNA metabolic process (GO:0051052)	1/46	5.186179e-01	5.955060e-01	0	0	1.389950e+00	9.126246e-01	IL7R
GO_Biological_Process_2021	regulation of telomerase activity (GO:0051972)	1/46	5.186179e-01	5.955060e-01	0	0	1.389950e+00	9.126246e-01	PRKCQ
GO_Biological_Process_2021	interleukin-12-mediated signaling pathway (GO:0035722)	1/46	5.186179e-01	5.955060e-01	0	0	1.389950e+00	9.126246e-01	STAT4
GO_Biological_Process_2021	defense response to bacterium (GO:0042742)	3/176	5.261268e-01	6.021314e-01	0	0	1.084482e+00	6.964685e-01	SELP;SPN;JCHAIN
GO_Biological_Process_2021	regulation of cellular metabolic process (GO:0031323)	1/47	5.262171e-01	6.021314e-01	0	0	1.359665e+00	8.729611e-01	PID1
GO_Biological_Process_2021	epidermal growth factor receptor signaling pathway (GO:0007173)	1/47	5.262171e-01	6.021314e-01	0	0	1.359665e+00	8.729611e-01	EGFR
GO_Biological_Process_2021	epithelial to mesenchymal transition (GO:0001837)	1/47	5.262171e-01	6.021314e-01	0	0	1.359665e+00	8.729611e-01	EOMES
GO_Biological_Process_2021	regulation of synapse assembly (GO:0051963)	1/47	5.262171e-01	6.021314e-01	0	0	1.359665e+00	8.729611e-01	LRFN5
GO_Biological_Process_2021	positive regulation of neuron death (GO:1901216)	1/47	5.262171e-01	6.021314e-01	0	0	1.359665e+00	8.729611e-01	EGR1
GO_Biological_Process_2021	membrane organization (GO:0061024)	4/242	5.311761e-01	6.074538e-01	0	0	1.050934e+00	6.648855e-01	CD3G;IL7R;CD3D;EGFR
GO_Biological_Process_2021	purine ribonucleotide biosynthetic process (GO:0009152)	1/48	5.336968e-01	6.085746e-01	0	0	1.330668e+00	8.355630e-01	AMPD1
GO_Biological_Process_2021	cellular response to interleukin-12 (GO:0071349)	1/48	5.336968e-01	6.085746e-01	0	0	1.330668e+00	8.355630e-01	STAT4
GO_Biological_Process_2021	regulation of mitochondrion organization (GO:0010821)	1/48	5.336968e-01	6.085746e-01	0	0	1.330668e+00	8.355630e-01	PID1
GO_Biological_Process_2021	negative regulation of mitotic cell cycle (GO:0045930)	1/48	5.336968e-01	6.085746e-01	0	0	1.330668e+00	8.355630e-01	GAS1
GO_Biological_Process_2021	positive regulation of DNA repair (GO:0045739)	1/48	5.336968e-01	6.085746e-01	0	0	1.330668e+00	8.355630e-01	EGFR
GO_Biological_Process_2021	regulation of intracellular signal transduction (GO:1902531)	7/437	5.351994e-01	6.099358e-01	0	0	1.017706e+00	6.361843e-01	AKAP12;PPP1R16B;ARHGAP20;ARHGAP28;PAK3;TP63;EGFR
GO_Biological_Process_2021	adherens junction organization (GO:0034332)	1/49	5.410587e-01	6.143977e-01	0	0	1.302880e+00	8.002644e-01	CADM3
GO_Biological_Process_2021	regulation of stress-activated MAPK cascade (GO:0032872)	1/49	5.410587e-01	6.143977e-01	0	0	1.302880e+00	8.002644e-01	EGFR
GO_Biological_Process_2021	negative regulation of catabolic process (GO:0009895)	1/49	5.410587e-01	6.143977e-01	0	0	1.302880e+00	8.002644e-01	EGFR
GO_Biological_Process_2021	negative regulation of cell projection organization (GO:0031345)	1/49	5.410587e-01	6.143977e-01	0	0	1.302880e+00	8.002644e-01	GFI1
GO_Biological_Process_2021	positive regulation of actin filament polymerization (GO:0030838)	1/49	5.410587e-01	6.143977e-01	0	0	1.302880e+00	8.002644e-01	CCL21
GO_Biological_Process_2021	positive regulation of reactive oxygen species metabolic process (GO:2000379)	1/49	5.410587e-01	6.143977e-01	0	0	1.302880e+00	8.002644e-01	PID1
GO_Biological_Process_2021	regulated exocytosis (GO:0045055)	3/180	5.412922e-01	6.143977e-01	0	0	1.059757e+00	6.504745e-01	SELP;MMRN1;IGF1
GO_Biological_Process_2021	regulation of generation of precursor metabolites and energy (GO:0043467)	1/50	5.483048e-01	6.205742e-01	0	0	1.276225e+00	7.669143e-01	PRDM16
GO_Biological_Process_2021	iron ion transport (GO:0006826)	1/50	5.483048e-01	6.205742e-01	0	0	1.276225e+00	7.669143e-01	SCARA5
GO_Biological_Process_2021	negative regulation of ERK1 and ERK2 cascade (GO:0070373)	1/50	5.483048e-01	6.205742e-01	0	0	1.276225e+00	7.669143e-01	PTPRC
GO_Biological_Process_2021	neuron migration (GO:0001764)	1/50	5.483048e-01	6.205742e-01	0	0	1.276225e+00	7.669143e-01	RELN
GO_Biological_Process_2021	organic hydroxy compound biosynthetic process (GO:1901617)	1/50	5.483048e-01	6.205742e-01	0	0	1.276225e+00	7.669143e-01	CH25H
GO_Biological_Process_2021	regulation of epithelial cell migration (GO:0010632)	1/51	5.554368e-01	6.275673e-01	0	0	1.250637e+00	7.353751e-01	ENPP2
GO_Biological_Process_2021	regulation of protein modification process (GO:0031399)	1/51	5.554368e-01	6.275673e-01	0	0	1.250637e+00	7.353751e-01	PPP1R16B
GO_Biological_Process_2021	gonad development (GO:0008406)	1/51	5.554368e-01	6.275673e-01	0	0	1.250637e+00	7.353751e-01	KIT
GO_Biological_Process_2021	positive regulation of protein-containing complex assembly (GO:0031334)	2/118	5.570442e-01	6.290236e-01	0	0	1.077944e+00	6.307167e-01	NRG1;TRABD2A
GO_Biological_Process_2021	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043280)	2/119	5.616272e-01	6.318838e-01	0	0	1.068676e+00	6.165377e-01	NGFR;LCK
GO_Biological_Process_2021	regulation of intrinsic apoptotic signaling pathway (GO:2001242)	1/52	5.624565e-01	6.318838e-01	0	0	1.226052e+00	7.055212e-01	LCK
GO_Biological_Process_2021	regulation of release of sequestered calcium ion into cytosol (GO:0051279)	1/52	5.624565e-01	6.318838e-01	0	0	1.226052e+00	7.055212e-01	DMD
GO_Biological_Process_2021	fatty acid beta-oxidation (GO:0006635)	1/52	5.624565e-01	6.318838e-01	0	0	1.226052e+00	7.055212e-01	ABCD2
GO_Biological_Process_2021	regulation of telomere maintenance via telomerase (GO:0032210)	1/52	5.624565e-01	6.318838e-01	0	0	1.226052e+00	7.055212e-01	PRKCQ
GO_Biological_Process_2021	negative regulation of protein metabolic process (GO:0051248)	1/52	5.624565e-01	6.318838e-01	0	0	1.226052e+00	7.055212e-01	EGFR
GO_Biological_Process_2021	positive regulation of protein localization to cell periphery (GO:1904377)	1/52	5.624565e-01	6.318838e-01	0	0	1.226052e+00	7.055212e-01	EGFR
GO_Biological_Process_2021	positive regulation of protein localization to plasma membrane (GO:1903078)	1/52	5.624565e-01	6.318838e-01	0	0	1.226052e+00	7.055212e-01	EGFR
GO_Biological_Process_2021	protein homotetramerization (GO:0051289)	1/52	5.624565e-01	6.318838e-01	0	0	1.226052e+00	7.055212e-01	ALDH1A2
GO_Biological_Process_2021	regulation of canonical Wnt signaling pathway (GO:0060828)	4/253	5.662973e-01	6.358370e-01	0	0	1.003939e+00	5.708756e-01	SFRP1;GLI1;EGFR;BICC1
GO_Biological_Process_2021	cellular macromolecule catabolic process (GO:0044265)	1/53	5.693658e-01	6.378318e-01	0	0	1.202413e+00	6.772377e-01	DNASE1L3
GO_Biological_Process_2021	epidermal cell differentiation (GO:0009913)	1/53	5.693658e-01	6.378318e-01	0	0	1.202413e+00	6.772377e-01	GLI1
GO_Biological_Process_2021	heart morphogenesis (GO:0003007)	1/53	5.693658e-01	6.378318e-01	0	0	1.202413e+00	6.772377e-01	FLRT2
GO_Biological_Process_2021	positive regulation of macroautophagy (GO:0016239)	1/53	5.693658e-01	6.378318e-01	0	0	1.202413e+00	6.772377e-01	DCN
GO_Biological_Process_2021	regulation of focal adhesion assembly (GO:0051893)	1/54	5.761663e-01	6.432608e-01	0	0	1.179666e+00	6.504194e-01	SFRP1
GO_Biological_Process_2021	regulation of megakaryocyte differentiation (GO:0045652)	1/54	5.761663e-01	6.432608e-01	0	0	1.179666e+00	6.504194e-01	PRKCQ
GO_Biological_Process_2021	regulation of proteolysis (GO:0030162)	1/54	5.761663e-01	6.432608e-01	0	0	1.179666e+00	6.504194e-01	SERPINE2
GO_Biological_Process_2021	glycosaminoglycan metabolic process (GO:0030203)	1/54	5.761663e-01	6.432608e-01	0	0	1.179666e+00	6.504194e-01	HPSE2
GO_Biological_Process_2021	negative regulation of viral genome replication (GO:0045071)	1/54	5.761663e-01	6.432608e-01	0	0	1.179666e+00	6.504194e-01	PROX1
GO_Biological_Process_2021	positive regulation of leukocyte chemotaxis (GO:0002690)	1/54	5.761663e-01	6.432608e-01	0	0	1.179666e+00	6.504194e-01	CCR2
GO_Biological_Process_2021	protein sumoylation (GO:0016925)	1/55	5.828597e-01	6.488996e-01	0	0	1.157761e+00	6.249697e-01	EGR2
GO_Biological_Process_2021	regulation of cardiac conduction (GO:1903779)	1/55	5.828597e-01	6.488996e-01	0	0	1.157761e+00	6.249697e-01	SLC8A3
GO_Biological_Process_2021	triglyceride metabolic process (GO:0006641)	1/55	5.828597e-01	6.488996e-01	0	0	1.157761e+00	6.249697e-01	LIPG
GO_Biological_Process_2021	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043154)	1/55	5.828597e-01	6.488996e-01	0	0	1.157761e+00	6.249697e-01	NGFR
GO_Biological_Process_2021	positive regulation of response to DNA damage stimulus (GO:2001022)	1/55	5.828597e-01	6.488996e-01	0	0	1.157761e+00	6.249697e-01	EGFR
GO_Biological_Process_2021	defense response to symbiont (GO:0140546)	2/124	5.840319e-01	6.494724e-01	0	0	1.024616e+00	5.510384e-01	PTPRC;PRF1
GO_Biological_Process_2021	fatty acid metabolic process (GO:0006631)	2/124	5.840319e-01	6.494724e-01	0	0	1.024616e+00	5.510384e-01	ABCD2;LIPG
GO_Biological_Process_2021	protein-containing complex disassembly (GO:0032984)	1/56	5.894478e-01	6.540221e-01	0	0	1.136653e+00	6.007998e-01	MAP1LC3C
GO_Biological_Process_2021	autophagosome organization (GO:1905037)	1/56	5.894478e-01	6.540221e-01	0	0	1.136653e+00	6.007998e-01	MAP1LC3C
GO_Biological_Process_2021	Rho protein signal transduction (GO:0007266)	1/56	5.894478e-01	6.540221e-01	0	0	1.136653e+00	6.007998e-01	NGFR
GO_Biological_Process_2021	positive regulation of establishment of protein localization to mitochondrion (GO:1903749)	1/56	5.894478e-01	6.540221e-01	0	0	1.136653e+00	6.007998e-01	TP63
GO_Biological_Process_2021	regulation of programmed cell death (GO:0043067)	3/194	5.920932e-01	6.565885e-01	0	0	9.813733e-01	5.143291e-01	GAS1;CD3E;TP63
GO_Biological_Process_2021	phosphatidylinositol biosynthetic process (GO:0006661)	2/126	5.927548e-01	6.569532e-01	0	0	1.007987e+00	5.271516e-01	SLA2;BMX
GO_Biological_Process_2021	arachidonic acid metabolic process (GO:0019369)	1/57	5.959321e-01	6.586267e-01	0	0	1.116299e+00	5.778282e-01	PTGIS
GO_Biological_Process_2021	regulation of bone mineralization (GO:0030500)	1/57	5.959321e-01	6.586267e-01	0	0	1.116299e+00	5.778282e-01	BMP6
GO_Biological_Process_2021	regulation of reactive oxygen species metabolic process (GO:2000377)	1/57	5.959321e-01	6.586267e-01	0	0	1.116299e+00	5.778282e-01	PID1
GO_Biological_Process_2021	icosanoid metabolic process (GO:0006690)	1/57	5.959321e-01	6.586267e-01	0	0	1.116299e+00	5.778282e-01	PTGIS
GO_Biological_Process_2021	negative regulation of cell cycle G2/M phase transition (GO:1902750)	1/57	5.959321e-01	6.586267e-01	0	0	1.116299e+00	5.778282e-01	FHL1
GO_Biological_Process_2021	receptor metabolic process (GO:0043112)	1/58	6.023143e-01	6.630830e-01	0	0	1.096659e+00	5.559795e-01	NSG1
GO_Biological_Process_2021	autophagosome assembly (GO:0000045)	1/58	6.023143e-01	6.630830e-01	0	0	1.096659e+00	5.559795e-01	MAP1LC3C
GO_Biological_Process_2021	regulation of calcium ion transport (GO:0051924)	1/58	6.023143e-01	6.630830e-01	0	0	1.096659e+00	5.559795e-01	MYLK
GO_Biological_Process_2021	regulation of neurotransmitter receptor activity (GO:0099601)	1/58	6.023143e-01	6.630830e-01	0	0	1.096659e+00	5.559795e-01	RELN
GO_Biological_Process_2021	regulation of phagocytosis (GO:0050764)	1/58	6.023143e-01	6.630830e-01	0	0	1.096659e+00	5.559795e-01	PTPRC
GO_Biological_Process_2021	negative regulation of hydrolase activity (GO:0051346)	1/58	6.023143e-01	6.630830e-01	0	0	1.096659e+00	5.559795e-01	CST7
GO_Biological_Process_2021	positive regulation of mitochondrion organization (GO:0010822)	1/58	6.023143e-01	6.630830e-01	0	0	1.096659e+00	5.559795e-01	DCN
GO_Biological_Process_2021	phosphorylation (GO:0016310)	6/400	6.047828e-01	6.654295e-01	0	0	9.507171e-01	4.781022e-01	PRKCB;LCK;CAMK4;PAK3;BMX;RUNX3
GO_Biological_Process_2021	negative regulation of intracellular signal transduction (GO:1902532)	3/198	6.059258e-01	6.663159e-01	0	0	9.610454e-01	4.814816e-01	BANK1;CCN3;SLA2
GO_Biological_Process_2021	fatty acid oxidation (GO:0019395)	1/59	6.085961e-01	6.673944e-01	0	0	1.077696e+00	5.351844e-01	ABCD2
GO_Biological_Process_2021	selective autophagy (GO:0061912)	1/59	6.085961e-01	6.673944e-01	0	0	1.077696e+00	5.351844e-01	MAP1LC3C
GO_Biological_Process_2021	negative regulation of autophagy (GO:0010507)	1/59	6.085961e-01	6.673944e-01	0	0	1.077696e+00	5.351844e-01	LEPR
GO_Biological_Process_2021	phospholipid transport (GO:0015914)	1/59	6.085961e-01	6.673944e-01	0	0	1.077696e+00	5.351844e-01	ABCB1
GO_Biological_Process_2021	positive regulation of apoptotic signaling pathway (GO:2001235)	1/59	6.085961e-01	6.673944e-01	0	0	1.077696e+00	5.351844e-01	LCK
GO_Biological_Process_2021	regulation of response to external stimulus (GO:0032101)	2/130	6.097900e-01	6.679619e-01	0	0	9.762879e-01	4.829116e-01	PDGFRA;CCR2
GO_Biological_Process_2021	positive regulation of canonical Wnt signaling pathway (GO:0090263)	2/130	6.097900e-01	6.679619e-01	0	0	9.762879e-01	4.829116e-01	SFRP1;EGFR
GO_Biological_Process_2021	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway (GO:0007193)	1/60	6.147789e-01	6.723081e-01	0	0	1.059376e+00	5.153786e-01	AKAP12
GO_Biological_Process_2021	cellular protein catabolic process (GO:0044257)	1/60	6.147789e-01	6.723081e-01	0	0	1.059376e+00	5.153786e-01	GZMA
GO_Biological_Process_2021	response to organic cyclic compound (GO:0014070)	1/60	6.147789e-01	6.723081e-01	0	0	1.059376e+00	5.153786e-01	SFRP1
GO_Biological_Process_2021	regulation of endocytosis (GO:0030100)	1/61	6.208644e-01	6.782119e-01	0	0	1.041667e+00	4.965027e-01	CCL19
GO_Biological_Process_2021	positive regulation of DNA biosynthetic process (GO:2000573)	1/61	6.208644e-01	6.782119e-01	0	0	1.041667e+00	4.965027e-01	PRKCQ
GO_Biological_Process_2021	regulation of cell adhesion (GO:0030155)	2/133	6.222077e-01	6.789282e-01	0	0	9.537839e-01	4.525527e-01	SPN;RIPOR2
GO_Biological_Process_2021	defense response to virus (GO:0051607)	2/133	6.222077e-01	6.789282e-01	0	0	9.537839e-01	4.525527e-01	PTPRC;PRF1
GO_Biological_Process_2021	regulation of neurogenesis (GO:0050767)	1/62	6.268540e-01	6.832432e-01	0	0	1.024538e+00	4.785018e-01	MME
GO_Biological_Process_2021	negative regulation of kinase activity (GO:0033673)	1/62	6.268540e-01	6.832432e-01	0	0	1.024538e+00	4.785018e-01	PTPRC
GO_Biological_Process_2021	amyloid fibril formation (GO:1990000)	1/63	6.327493e-01	6.881497e-01	0	0	1.007962e+00	4.613249e-01	SNCAIP
GO_Biological_Process_2021	neuropeptide signaling pathway (GO:0007218)	1/63	6.327493e-01	6.881497e-01	0	0	1.007962e+00	4.613249e-01	UTS2R
GO_Biological_Process_2021	organonitrogen compound catabolic process (GO:1901565)	1/63	6.327493e-01	6.881497e-01	0	0	1.007962e+00	4.613249e-01	ENPP2
GO_Biological_Process_2021	positive regulation of viral process (GO:0048524)	1/63	6.327493e-01	6.881497e-01	0	0	1.007962e+00	4.613249e-01	CD28
GO_Biological_Process_2021	antimicrobial humoral immune response mediated by antimicrobial peptide (GO:0061844)	1/64	6.385518e-01	6.929339e-01	0	0	9.919118e-01	4.449246e-01	CXCL2
GO_Biological_Process_2021	regulation of extrinsic apoptotic signaling pathway (GO:2001236)	1/64	6.385518e-01	6.929339e-01	0	0	9.919118e-01	4.449246e-01	IGF1
GO_Biological_Process_2021	diterpenoid metabolic process (GO:0016101)	1/64	6.385518e-01	6.929339e-01	0	0	9.919118e-01	4.449246e-01	ALDH1A1
GO_Biological_Process_2021	lipid homeostasis (GO:0055088)	1/64	6.385518e-01	6.929339e-01	0	0	9.919118e-01	4.449246e-01	LIPG
GO_Biological_Process_2021	negative regulation of transcription by RNA polymerase II (GO:0000122)	10/684	6.394293e-01	6.935052e-01	0	0	9.247945e-01	4.135488e-01	EOMES;IL33;GFI1;TBX21;PRDM16;ID4;PROX1;SLA2;RUNX3;BMP6
GO_Biological_Process_2021	regulation of cellular component organization (GO:0051128)	2/139	6.461248e-01	7.003823e-01	0	0	9.117325e-01	3.982106e-01	PRKCQ;SNCAIP
GO_Biological_Process_2021	cell-cell junction assembly (GO:0007043)	1/66	6.498839e-01	7.026468e-01	0	0	9.612935e-01	4.142805e-01	CLDN11
GO_Biological_Process_2021	embryonic organ development (GO:0048568)	1/66	6.498839e-01	7.026468e-01	0	0	9.612935e-01	4.142805e-01	KIT
GO_Biological_Process_2021	negative regulation of G2/M transition of mitotic cell cycle (GO:0010972)	1/66	6.498839e-01	7.026468e-01	0	0	9.612935e-01	4.142805e-01	FHL1
GO_Biological_Process_2021	positive regulation of cell death (GO:0010942)	1/66	6.498839e-01	7.026468e-01	0	0	9.612935e-01	4.142805e-01	EGR1
GO_Biological_Process_2021	neuron projection morphogenesis (GO:0048812)	2/140	6.499927e-01	7.026468e-01	0	0	9.050794e-01	3.899029e-01	TNN;PAK3
GO_Biological_Process_2021	regulation of epidermal growth factor receptor signaling pathway (GO:0042058)	1/67	6.554165e-01	7.081223e-01	0	0	9.466802e-01	3.999576e-01	EGFR
